,bias,neg,pos,tgt
2630,1,97,30,0
2631,1,178,55,0
2632,1,267,116,0
2633,1,62,26,0
2634,1,97,30,0
2635,1,57,44,0
2636,1,226,96,0
2637,1,94,68,0
2638,1,26,31,0
2639,1,73,18,0
2640,1,183,180,0
2641,1,149,29,0
2642,1,59,21,0
2643,1,96,125,1
2644,1,287,185,1
2645,1,68,25,0
2646,1,143,103,0
2647,1,231,424,1
2648,1,110,88,1
2649,1,110,88,0
2650,1,436,182,0
2651,1,143,103,0
2652,1,71,60,0
2653,1,115,84,1
2654,1,637,549,1
2655,1,143,103,0
2656,1,120,88,0
2657,1,156,94,0
2658,1,182,264,1
2659,1,331,160,0
2660,1,120,88,0
2661,1,121,88,0
2662,1,153,125,1
2663,1,89,61,0
2664,1,203,419,1
2665,1,121,88,0
2666,1,143,103,0
2667,1,259,234,0
2668,1,115,84,0
2669,1,80,77,0
2670,1,86,62,0
2671,1,117,84,0
2672,1,99,95,0
2673,1,604,295,0
2674,1,143,103,0
2675,1,110,89,1
2676,1,489,599,1
2677,1,314,149,0
2678,1,110,88,0
2679,1,143,103,0
2680,1,188,247,1
2681,1,415,184,0
2682,1,152,95,0
2683,1,108,72,0
2684,1,122,83,0
2685,1,122,83,0
2686,1,122,83,1
2687,1,102,73,1
2688,1,227,127,0
2689,1,348,367,0
2690,1,179,144,0
2691,1,134,93,1
2692,1,122,83,1
2693,1,133,82,0
2694,1,108,72,0
2695,1,107,76,1
2696,1,65,79,0
2697,1,274,128,0
2698,1,122,83,0
2699,1,309,150,0
2700,1,107,76,0
2701,1,124,78,0
2702,1,241,110,0
2703,1,106,272,1
2704,1,175,192,1
2705,1,124,78,0
2706,1,143,98,0
2707,1,175,192,0
2708,1,105,73,0
2709,1,224,549,1
2710,1,175,192,0
2711,1,147,351,1
2712,1,168,102,0
2713,1,122,83,0
2714,1,268,159,0
2715,1,181,152,1
2716,1,162,230,1
2717,1,273,232,1
2718,1,650,473,1
2719,1,140,702,1
2720,1,84,490,1
2721,1,72,382,1
2722,1,140,712,1
2723,1,162,230,1
2724,1,140,712,1
2725,1,162,230,1
2726,1,140,712,1
2727,1,110,29,0
2728,1,140,712,1
2729,1,312,162,0
2730,1,171,180,0
2731,1,223,182,0
2732,1,322,199,0
2733,1,190,210,0
2734,1,21,62,0
2735,1,45,71,0
2736,1,140,701,1
2737,1,31,74,1
2738,1,226,162,1
2739,1,71,371,1
2740,1,70,123,0
2741,1,21,62,0
2742,1,84,78,0
2743,1,377,300,0
2744,1,140,712,1
2745,1,223,149,1
2746,1,464,231,1
2747,1,255,218,1
2748,1,165,171,1
2749,1,292,700,1
2750,1,237,149,0
2751,1,230,352,1
2752,1,292,700,1
2753,1,292,700,1
2754,1,149,213,1
2755,1,235,600,1
2756,1,197,209,0
2757,1,292,700,1
2758,1,123,456,1
2759,1,292,700,1
2760,1,66,145,1
2761,1,274,673,1
2762,1,292,700,1
2763,1,300,175,0
2764,1,608,422,1
2765,1,284,286,0
2766,1,58,71,0
2767,1,292,700,1
2768,1,194,247,1
2769,1,457,257,0
2770,1,292,700,1
2771,1,292,700,1
2772,1,595,590,1
2773,1,255,335,0
2774,1,224,198,1
2775,1,292,700,1
2776,1,312,361,1
2777,1,145,395,1
2778,1,147,140,0
2779,1,183,319,1
2780,1,73,96,0
2781,1,73,153,0
2782,1,167,288,1
2783,1,40,122,0
2784,1,540,362,0
2785,1,312,313,1
2786,1,167,156,0
2787,1,311,319,1
2788,1,43,145,1
2789,1,63,130,0
2790,1,105,173,0
2791,1,62,135,1
2792,1,1148,482,0
2793,1,165,251,1
2794,1,275,305,1
2795,1,99,167,1
2796,1,200,544,1
2797,1,63,213,1
2798,1,196,227,1
2799,1,237,336,1
2800,1,43,122,0
2801,1,161,173,0
2802,1,70,155,0
2803,1,499,387,0
2804,1,235,307,1
2805,1,128,191,0
2806,1,65,127,0
2807,1,709,400,1
2808,1,264,237,0
2809,1,649,474,0
2810,1,779,410,0
2811,1,100,413,0
2812,1,101,420,1
2813,1,216,165,0
2814,1,192,378,0
2815,1,119,188,0
2816,1,346,257,1
2817,1,235,403,1
2818,1,157,246,1
2819,1,139,219,1
2820,1,330,204,1
2821,1,320,157,0
2822,1,370,1057,1
2823,1,109,102,0
2824,1,183,369,1
2825,1,214,239,0
2826,1,93,183,1
2827,1,117,317,1
2828,1,370,1057,1
2829,1,11,36,1
2830,1,157,246,1
2831,1,157,246,1
2832,1,157,246,0
2833,1,157,246,1
2834,1,96,59,0
2835,1,134,311,1
2836,1,109,102,1
2837,1,334,219,1
2838,1,73,91,0
2839,1,93,184,1
2840,1,234,107,0
2841,1,346,257,1
2842,1,110,331,1
2843,1,354,610,1
2844,1,240,599,1
2845,1,23,94,1
2846,1,109,102,0
2847,1,156,127,1
2848,1,426,346,1
2849,1,175,119,0
2850,1,346,632,1
2851,1,73,170,0
2852,1,17,78,1
2853,1,105,135,1
2854,1,105,135,1
2855,1,77,154,1
2856,1,342,485,1
2857,1,105,135,1
2858,1,101,154,1
2859,1,28,56,1
2860,1,58,159,1
2861,1,572,297,1
2862,1,27,165,1
2863,1,97,166,1
2864,1,264,220,1
2865,1,358,169,0
2866,1,43,50,0
2867,1,275,215,1
2868,1,191,364,1
2869,1,123,198,1
2870,1,277,232,1
2871,1,16,40,0
2872,1,34,44,1
2873,1,296,282,1
2874,1,649,395,0
2875,1,405,262,1
2876,1,586,532,1
2877,1,143,208,0
2878,1,146,491,1
2879,1,23,91,1
2880,1,34,44,1
2881,1,130,79,1
2882,1,78,185,1
2883,1,113,320,1
2884,1,342,485,1
2885,1,95,73,0
2886,1,325,150,0
2887,1,295,231,0
2888,1,187,245,1
2889,1,224,159,0
2890,1,229,90,0
2891,1,873,413,0
2892,1,221,199,0
2893,1,388,240,0
2894,1,2,0,0
2895,1,191,120,0
2896,1,89,41,0
2897,1,496,183,0
2898,1,173,65,0
2899,1,237,104,0
2900,1,91,54,0
2901,1,202,78,0
2902,1,265,90,0
2903,1,280,154,0
2904,1,112,53,0
2905,1,173,65,1
2906,1,175,60,0
2907,1,50,30,0
2908,1,299,143,0
2909,1,307,173,0
2910,1,74,33,0
2911,1,237,119,0
2912,1,401,269,0
2913,1,354,182,0
2914,1,305,129,0
2915,1,608,569,1
2916,1,113,57,0
2917,1,397,157,0
2918,1,646,258,0
2919,1,204,73,0
2920,1,222,97,0
2921,1,111,47,1
2922,1,131,213,1
2923,1,342,225,1
2924,1,90,47,0
2925,1,116,198,0
2926,1,26,19,0
2927,1,291,141,0
2928,1,684,416,0
2929,1,276,91,0
2930,1,137,296,1
2931,1,230,335,1
2932,1,376,224,0
2933,1,340,198,0
2934,1,116,198,0
2935,1,88,145,1
2936,1,140,74,0
2937,1,94,44,1
2938,1,439,180,0
2939,1,95,44,0
2940,1,116,68,1
2941,1,303,207,1
2942,1,177,61,0
2943,1,419,125,0
2944,1,105,180,1
2945,1,206,196,1
2946,1,680,311,1
2947,1,105,118,1
2948,1,289,97,0
2949,1,331,222,0
2950,1,131,213,1
2951,1,171,131,0
2952,1,236,347,1
2953,1,112,53,0
2954,1,528,231,0
2955,1,193,92,0
2956,1,95,56,0
2957,1,156,49,0
2958,1,286,114,0
2959,1,286,114,0
2960,1,470,329,1
2961,1,125,111,1
2962,1,132,197,0
2963,1,225,93,0
2964,1,583,201,0
2965,1,71,30,1
2966,1,286,114,0
2967,1,13,6,0
2968,1,160,70,1
2969,1,71,29,0
2970,1,525,424,1
2971,1,195,177,0
2972,1,164,109,0
2973,1,620,249,0
2974,1,187,236,1
2975,1,128,169,1
2976,1,199,128,1
2977,1,356,390,1
2978,1,133,56,0
2979,1,229,166,0
2980,1,79,41,0
2981,1,286,114,0
2982,1,507,445,0
2983,1,76,31,0
2984,1,495,220,0
2985,1,605,506,0
2986,1,80,141,0
2987,1,190,129,0
2988,1,255,94,0
2989,1,585,200,0
2990,1,293,120,0
2991,1,483,437,0
2992,1,75,185,1
2993,1,94,143,1
2994,1,64,143,1
2995,1,68,191,1
2996,1,139,353,1
2997,1,175,213,1
2998,1,94,143,1
2999,1,104,151,1
3000,1,62,143,1
3001,1,208,224,0
3002,1,323,294,0
3003,1,84,147,0
3004,1,516,379,1
3005,1,204,261,1
3006,1,86,226,1
3007,1,321,248,1
3008,1,46,123,1
3009,1,414,221,0
3010,1,1032,526,1
3011,1,422,221,0
3012,1,220,148,0
3013,1,350,351,0
3014,1,740,630,1
3015,1,75,146,1
3016,1,280,353,1
3017,1,717,482,0
3018,1,161,215,1
3019,1,106,112,0
3020,1,161,246,1
3021,1,525,282,1
3022,1,414,221,0
3023,1,248,225,1
3024,1,220,198,1
3025,1,139,353,1
3026,1,414,221,0
3027,1,144,313,1
3028,1,67,283,1
3029,1,26,74,1
3030,1,162,161,1
3031,1,152,62,0
3032,1,50,131,1
3033,1,130,302,1
3034,1,235,132,0
3035,1,54,63,1
3036,1,19,169,1
3037,1,127,301,1
3038,1,49,184,1
3039,1,257,217,1
3040,1,119,310,1
3041,1,150,238,1
3042,1,127,254,1
3043,1,225,147,0
3044,1,207,253,1
3045,1,4,11,0
3046,1,34,210,1
3047,1,165,163,1
3048,1,81,110,1
3049,1,141,212,1
3050,1,140,207,1
3051,1,38,83,1
3052,1,90,145,0
3053,1,19,174,1
3054,1,11,52,1
3055,1,105,31,0
3056,1,149,273,0
3057,1,124,247,0
3058,1,10,51,0
3059,1,749,462,1
3060,1,10,51,1
3061,1,26,260,1
3062,1,34,94,1
3063,1,233,87,1
3064,1,133,195,1
3065,1,277,235,1
3066,1,32,23,0
3067,1,123,72,0
3068,1,712,301,0
3069,1,221,139,0
3070,1,265,84,0
3071,1,305,91,0
3072,1,473,201,0
3073,1,131,45,0
3074,1,48,15,0
3075,1,29,13,0
3076,1,118,42,0
3077,1,130,77,0
3078,1,187,63,0
3079,1,214,69,0
3080,1,168,42,0
3081,1,406,175,0
3082,1,91,66,0
3083,1,575,270,0
3084,1,511,241,0
3085,1,284,127,0
3086,1,98,53,0
3087,1,233,93,0
3088,1,285,64,0
3089,1,49,15,0
3090,1,305,149,0
3091,1,237,75,0
3092,1,636,231,0
3093,1,237,75,0
3094,1,163,110,1
3095,1,231,113,0
3096,1,167,100,0
3097,1,318,158,0
3098,1,182,57,0
3099,1,370,489,1
3100,1,422,227,0
3101,1,178,73,0
3102,1,274,168,0
3103,1,399,164,0
3104,1,228,76,0
3105,1,100,46,0
3106,1,243,173,0
3107,1,117,45,0
3108,1,151,155,1
3109,1,107,64,1
3110,1,90,41,1
3111,1,546,218,0
3112,1,566,310,1
3113,1,580,292,0
3114,1,120,86,0
3115,1,366,109,0
3116,1,302,187,1
3117,1,924,662,1
3118,1,873,348,0
3119,1,413,175,1
3120,1,92,35,0
3121,1,371,145,0
3122,1,751,294,0
3123,1,104,107,1
3124,1,200,402,1
3125,1,112,38,0
3126,1,335,291,1
3127,1,180,86,1
3128,1,872,316,0
3129,1,614,211,0
3130,1,138,46,0
3131,1,145,127,1
3132,1,92,54,0
3133,1,368,430,1
3134,1,86,109,1
3135,1,147,134,0
3136,1,368,430,0
3137,1,85,81,0
3138,1,169,122,0
3139,1,559,338,0
3140,1,103,151,1
3141,1,391,239,0
3142,1,193,143,0
3143,1,292,289,1
3144,1,312,224,0
3145,1,167,129,0
3146,1,572,342,0
3147,1,262,131,0
3148,1,245,450,1
3149,1,463,399,1
3150,1,97,82,0
3151,1,384,178,0
3152,1,172,199,1
3153,1,167,101,0
3154,1,367,201,0
3155,1,371,261,0
3156,1,745,467,1
3157,1,388,333,0
3158,1,211,179,1
3159,1,317,299,0
3160,1,324,366,1
3161,1,271,155,0
3162,1,503,797,1
3163,1,401,339,0
3164,1,120,105,1
3165,1,299,209,1
3166,1,394,282,0
3167,1,293,226,0
3168,1,155,143,1
3169,1,139,121,0
3170,1,488,291,1
3171,1,296,205,1
3172,1,198,142,1
3173,1,285,386,1
3174,1,458,366,0
3175,1,114,37,0
3176,1,238,252,0
3177,1,171,336,1
3178,1,175,219,1
3179,1,334,296,0
3180,1,282,166,0
3181,1,367,221,0
3182,1,293,434,1
3183,1,233,361,1
3184,1,119,206,1
3185,1,317,191,0
3186,1,288,304,1
3187,1,602,313,1
3188,1,150,141,0
3189,1,159,130,0
3190,1,410,589,0
3191,1,430,281,1
3192,1,1462,699,1
3193,1,263,290,0
3194,1,326,293,1
3195,1,242,466,1
3196,1,253,414,1
3197,1,211,198,0
3198,1,553,486,1
3199,1,184,277,1
3200,1,231,198,1
3201,1,199,306,1
3202,1,207,198,0
3203,1,221,260,1
3204,1,226,158,0
3205,1,276,269,1
3206,1,248,215,1
3207,1,516,325,0
3208,1,144,156,1
3209,1,493,348,1
3210,1,338,326,1
3211,1,188,158,0
3212,1,216,165,1
3213,1,508,309,0
3214,1,397,243,0
3215,1,143,134,0
3216,1,143,134,0
3217,1,166,152,0
3218,1,490,281,0
3219,1,338,146,0
3220,1,172,229,1
3221,1,376,282,0
3222,1,276,459,1
3223,1,451,252,0
3224,1,90,88,1
3225,1,572,410,0
3226,1,201,239,0
3227,1,351,135,0
3228,1,292,313,1
3229,1,361,223,0
3230,1,542,409,0
3231,1,337,146,0
3232,1,186,131,0
3233,1,159,180,1
3234,1,297,193,0
3235,1,345,211,0
3236,1,594,386,0
3237,1,112,152,1
3238,1,164,314,1
3239,1,164,314,1
3240,1,199,259,0
3241,1,267,314,1
3242,1,164,314,1
3243,1,199,259,1
3244,1,191,251,1
3245,1,320,263,0
3246,1,143,299,0
3247,1,122,216,1
3248,1,199,259,1
3249,1,248,100,0
3250,1,164,314,1
3251,1,199,259,0
3252,1,28,23,0
3253,1,171,84,0
3254,1,53,46,1
3255,1,73,50,0
3256,1,440,278,1
3257,1,609,281,0
3258,1,248,100,0
3259,1,279,181,0
3260,1,138,328,1
3261,1,199,259,0
3262,1,483,163,0
3263,1,84,83,0
3264,1,187,191,1
3265,1,171,84,0
3266,1,199,259,0
3267,1,164,314,1
3268,1,164,314,1
3269,1,164,314,1
3270,1,248,100,0
3271,1,143,238,1
3272,1,91,77,1
3273,1,250,112,0
3274,1,52,23,0
3275,1,284,156,0
3276,1,402,171,0
3277,1,39,36,0
3278,1,90,136,0
3279,1,219,85,0
3280,1,90,136,1
3281,1,31,12,0
3282,1,87,40,0
3283,1,61,18,0
3284,1,175,154,0
3285,1,699,332,1
3286,1,201,312,1
3287,1,224,429,1
3288,1,226,457,1
3289,1,553,778,0
3290,1,436,543,1
3291,1,555,774,1
3292,1,157,205,1
3293,1,148,427,1
3294,1,161,179,0
3295,1,190,576,1
3296,1,251,333,0
3297,1,206,235,1
3298,1,467,242,0
3299,1,37,103,0
3300,1,154,137,0
3301,1,72,185,1
3302,1,248,437,1
3303,1,178,218,0
3304,1,113,226,1
3305,1,608,635,1
3306,1,306,237,0
3307,1,49,119,0
3308,1,447,679,1
3309,1,85,187,1
3310,1,338,437,1
3311,1,392,307,0
3312,1,163,319,1
3313,1,292,327,1
3314,1,62,121,0
3315,1,156,450,1
3316,1,165,203,1
3317,1,223,188,0
3318,1,286,262,1
3319,1,90,132,0
3320,1,274,564,1
3321,1,506,273,1
3322,1,142,163,1
3323,1,211,231,0
3324,1,676,504,0
3325,1,197,174,1
3326,1,169,433,1
3327,1,31,150,1
3328,1,451,569,1
3329,1,384,662,1
3330,1,30,105,1
3331,1,180,412,1
3332,1,293,502,1
3333,1,168,442,1
3334,1,235,473,1
3335,1,136,597,1
3336,1,293,502,1
3337,1,169,461,1
3338,1,677,636,0
3339,1,439,429,1
3340,1,175,522,1
3341,1,386,389,1
3342,1,130,338,1
3343,1,235,473,0
3344,1,140,432,1
3345,1,160,158,1
3346,1,235,475,1
3347,1,102,354,1
3348,1,145,398,1
3349,1,324,355,1
3350,1,168,248,1
3351,1,91,283,1
3352,1,163,159,0
3353,1,57,224,1
3354,1,200,415,1
3355,1,271,435,1
3356,1,122,160,1
3357,1,136,597,1
3358,1,207,348,0
3359,1,179,311,1
3360,1,127,165,1
3361,1,95,235,1
3362,1,391,668,1
3363,1,152,293,0
3364,1,56,253,1
3365,1,76,267,1
3366,1,53,172,1
3367,1,175,268,1
3368,1,193,275,1
3369,1,621,600,1
3370,1,272,420,1
3371,1,77,286,1
3372,1,110,182,1
3373,1,296,314,1
3374,1,346,632,1
3375,1,93,227,1
3376,1,185,332,1
3377,1,244,262,0
3378,1,167,285,1
3379,1,144,357,1
3380,1,105,286,1
3381,1,122,285,1
3382,1,401,339,0
3383,1,210,285,0
3384,1,130,171,1
3385,1,151,227,0
3386,1,324,562,1
3387,1,180,303,1
3388,1,58,162,1
3389,1,136,316,1
3390,1,384,662,1
3391,1,147,418,1
3392,1,304,198,0
3393,1,314,302,0
3394,1,450,570,0
3395,1,143,428,1
3396,1,55,167,1
3397,1,328,123,0
3398,1,574,405,0
3399,1,150,82,0
3400,1,214,75,0
3401,1,136,76,0
3402,1,461,183,0
3403,1,445,210,0
3404,1,519,250,0
3405,1,308,121,0
3406,1,536,191,0
3407,1,588,308,0
3408,1,337,129,0
3409,1,275,222,1
3410,1,491,148,0
3411,1,193,89,1
3412,1,89,23,0
3413,1,270,153,0
3414,1,574,405,0
3415,1,334,117,0
3416,1,272,219,0
3417,1,62,17,0
3418,1,574,405,0
3419,1,204,67,0
3420,1,402,169,0
3421,1,375,196,0
3422,1,165,48,1
3423,1,462,217,0
3424,1,209,155,0
3425,1,292,175,0
3426,1,574,405,0
3427,1,288,87,0
3428,1,156,123,0
3429,1,574,405,0
3430,1,279,129,0
3431,1,201,67,0
3432,1,73,25,0
3433,1,115,43,0
3434,1,599,269,0
3435,1,434,157,1
3436,1,180,55,0
3437,1,428,464,1
3438,1,252,200,0
3439,1,74,27,1
3440,1,375,255,0
3441,1,100,64,1
3442,1,236,160,1
3443,1,1194,452,0
3444,1,100,64,0
3445,1,281,123,0
3446,1,220,560,1
3447,1,262,139,0
3448,1,332,146,0
3449,1,358,188,0
3450,1,424,246,0
3451,1,100,64,0
3452,1,81,24,0
3453,1,66,18,0
3454,1,123,32,0
3455,1,314,190,0
3456,1,220,80,0
3457,1,262,204,1
3458,1,344,277,0
3459,1,106,38,0
3460,1,203,373,0
3461,1,358,188,0
3462,1,369,251,1
3463,1,66,17,0
3464,1,216,74,0
3465,1,200,217,1
3466,1,677,414,0
3467,1,350,262,0
3468,1,401,125,0
3469,1,223,179,1
3470,1,180,188,1
3471,1,61,128,1
3472,1,84,129,1
3473,1,94,133,1
3474,1,530,333,1
3475,1,49,66,1
3476,1,193,107,0
3477,1,281,216,1
3478,1,201,118,1
3479,1,308,191,1
3480,1,161,246,1
3481,1,271,296,1
3482,1,351,142,0
3483,1,141,110,0
3484,1,322,217,0
3485,1,137,124,1
3486,1,73,27,1
3487,1,399,228,0
3488,1,141,68,1
3489,1,401,125,0
3490,1,91,85,1
3491,1,23,30,0
3492,1,104,73,0
3493,1,401,125,0
3494,1,401,125,0
3495,1,329,288,0
3496,1,5,16,1
3497,1,111,120,0
3498,1,47,86,1
3499,1,555,283,0
3500,1,243,147,0
3501,1,401,125,0
3502,1,108,156,1
3503,1,38,44,1
3504,1,432,189,0
3505,1,100,45,0
3506,1,102,132,0
3507,1,89,92,0
3508,1,24,16,0
3509,1,172,143,0
3510,1,154,246,0
3511,1,68,202,1
3512,1,267,279,1
3513,1,194,287,0
3514,1,251,209,1
3515,1,260,208,1
3516,1,198,162,1
3517,1,141,397,0
3518,1,519,373,0
3519,1,95,92,1
3520,1,103,59,0
3521,1,169,304,1
3522,1,87,133,1
3523,1,251,209,1
3524,1,155,259,0
3525,1,170,277,1
3526,1,139,527,1
3527,1,172,113,0
3528,1,169,68,0
3529,1,169,68,0
3530,1,193,299,1
3531,1,134,143,0
3532,1,90,165,0
3533,1,136,52,0
3534,1,191,358,0
3535,1,169,68,0
3536,1,268,270,0
3537,1,195,85,0
3538,1,418,277,0
3539,1,73,236,1
3540,1,65,34,0
3541,1,45,166,1
3542,1,128,191,1
3543,1,284,143,0
3544,1,464,217,0
3545,1,401,200,0
3546,1,125,61,0
3547,1,52,180,1
3548,1,576,466,0
3549,1,93,111,1
3550,1,174,199,1
3551,1,45,166,1
3552,1,289,259,1
3553,1,195,191,0
3554,1,140,84,1
3555,1,358,132,0
3556,1,52,180,1
3557,1,482,336,1
3558,1,89,179,1
3559,1,52,200,1
3560,1,86,53,0
3561,1,31,131,1
3562,1,82,121,1
3563,1,151,301,1
3564,1,551,319,1
3565,1,52,180,1
3566,1,138,71,0
3567,1,243,289,1
3568,1,161,296,1
3569,1,28,31,1
3570,1,48,180,1
3571,1,21,32,0
3572,1,52,180,1
3573,1,353,319,0
3574,1,373,278,1
3575,1,155,116,1
3576,1,67,46,0
3577,1,112,323,1
3578,1,310,742,1
3579,1,133,148,0
3580,1,199,392,1
3581,1,100,127,0
3582,1,173,366,1
3583,1,198,501,1
3584,1,19,3,0
3585,1,168,274,1
3586,1,696,475,0
3587,1,161,330,1
3588,1,67,112,0
3589,1,310,742,1
3590,1,96,99,0
3591,1,310,742,1
3592,1,286,479,1
3593,1,317,508,1
3594,1,188,259,0
3595,1,127,323,1
3596,1,128,194,1
3597,1,310,742,1
3598,1,145,300,1
3599,1,495,244,0
3600,1,310,742,1
3601,1,284,255,0
3602,1,198,501,1
3603,1,310,742,1
3604,1,310,742,1
3605,1,181,153,0
3606,1,87,197,1
3607,1,112,124,0
3608,1,52,92,0
3609,1,395,677,1
3610,1,310,742,1
3611,1,198,501,1
3612,1,179,373,1
3613,1,310,742,1
3614,1,310,742,1
3615,1,198,501,1
3616,1,141,230,1
3617,1,383,519,1
3618,1,354,213,0
3619,1,229,243,0
3620,1,182,277,1
3621,1,204,322,1
3622,1,253,199,0
3623,1,469,780,1
3624,1,296,351,1
3625,1,145,99,0
3626,1,69,50,1
3627,1,91,96,0
3628,1,467,642,1
3629,1,135,186,1
3630,1,60,51,0
3631,1,212,164,0
3632,1,173,626,1
3633,1,307,248,0
3634,1,85,98,0
3635,1,496,257,0
3636,1,188,131,0
3637,1,57,97,1
3638,1,60,120,1
3639,1,118,100,0
3640,1,150,599,1
3641,1,146,304,1
3642,1,222,340,1
3643,1,101,144,0
3644,1,511,280,1
3645,1,441,271,0
3646,1,109,148,0
3647,1,212,309,1
3648,1,210,120,0
3649,1,169,197,0
3650,1,580,281,0
3651,1,228,243,1
3652,1,190,502,1
3653,1,158,302,1
3654,1,235,507,1
3655,1,310,213,0
3656,1,241,238,1
3657,1,71,162,1
3658,1,95,253,1
3659,1,387,398,1
3660,1,88,156,1
3661,1,124,123,0
3662,1,52,23,0
3663,1,10,3,1
3664,1,163,150,0
3665,1,534,280,0
3666,1,77,94,0
3667,1,51,92,0
3668,1,118,200,1
3669,1,507,312,1
3670,1,51,92,0
3671,1,184,187,1
3672,1,208,164,0
3673,1,150,415,1
3674,1,51,92,0
3675,1,147,135,0
3676,1,334,214,0
3677,1,269,126,0
3678,1,300,137,0
3679,1,211,384,1
3680,1,78,54,0
3681,1,51,92,0
3682,1,475,359,0
3683,1,51,92,0
3684,1,80,125,0
3685,1,404,252,0
3686,1,51,92,0
3687,1,150,415,0
3688,1,51,92,1
3689,1,216,183,0
3690,1,534,280,0
3691,1,331,386,1
3692,1,132,194,1
3693,1,524,281,0
3694,1,265,194,0
3695,1,128,276,1
3696,1,51,92,0
3697,1,252,280,0
3698,1,88,73,0
3699,1,87,28,0
3700,1,397,219,0
3701,1,121,58,0
3702,1,537,347,0
3703,1,178,165,0
3704,1,161,67,0
3705,1,199,115,0
3706,1,119,76,0
3707,1,108,161,0
3708,1,285,170,0
3709,1,182,105,0
3710,1,701,314,0
3711,1,173,70,1
3712,1,56,49,0
3713,1,211,114,0
3714,1,514,478,1
3715,1,115,106,1
3716,1,306,143,0
3717,1,55,56,0
3718,1,202,92,0
3719,1,330,241,0
3720,1,84,63,0
3721,1,217,78,0
3722,1,92,71,0
3723,1,490,341,0
3724,1,145,79,0
3725,1,327,199,0
3726,1,318,139,0
3727,1,360,198,0
3728,1,143,102,1
3729,1,320,111,0
3730,1,162,223,1
3731,1,45,45,0
3732,1,160,101,0
3733,1,474,319,0
3734,1,167,162,0
3735,1,498,197,0
3736,1,48,45,0
3737,1,210,140,0
3738,1,164,306,0
3739,1,189,291,0
3740,1,246,436,0
3741,1,292,423,0
3742,1,600,1712,1
3743,1,101,274,0
3744,1,129,295,0
3745,1,95,273,0
3746,1,211,333,0
3747,1,210,337,1
3748,1,263,349,0
3749,1,189,303,0
3750,1,228,421,1
3751,1,90,273,0
3752,1,232,377,0
3753,1,107,277,0
3754,1,598,505,0
3755,1,312,393,1
3756,1,542,435,0
3757,1,108,275,0
3758,1,553,420,0
3759,1,554,478,0
3760,1,286,515,0
3761,1,484,406,1
3762,1,111,285,0
3763,1,338,599,1
3764,1,219,352,1
3765,1,440,375,0
3766,1,142,325,0
3767,1,198,316,0
3768,1,249,349,1
3769,1,251,395,1
3770,1,133,284,1
3771,1,142,319,0
3772,1,130,322,0
3773,1,476,451,0
3774,1,568,515,1
3775,1,334,442,0
3776,1,354,840,1
3777,1,678,592,0
3778,1,658,883,0
3779,1,118,327,1
3780,1,710,886,1
3781,1,211,438,1
3782,1,155,410,1
3783,1,680,944,1
3784,1,275,463,1
3785,1,268,671,1
3786,1,176,342,0
3787,1,112,311,1
3788,1,783,763,1
3789,1,240,387,1
3790,1,351,567,1
3791,1,124,333,1
3792,1,427,431,0
3793,1,505,795,0
3794,1,191,449,1
3795,1,351,567,1
3796,1,350,485,1
3797,1,350,643,0
3798,1,170,390,0
3799,1,120,319,1
3800,1,129,346,1
3801,1,118,323,1
3802,1,257,473,1
3803,1,164,327,0
3804,1,79,36,0
3805,1,166,325,0
3806,1,274,451,0
3807,1,497,656,1
3808,1,141,333,1
3809,1,194,122,0
3810,1,233,277,1
3811,1,157,108,0
3812,1,243,156,0
3813,1,379,187,0
3814,1,393,191,0
3815,1,302,352,1
3816,1,684,357,0
3817,1,109,139,1
3818,1,487,320,0
3819,1,212,336,1
3820,1,289,247,1
3821,1,177,125,0
3822,1,217,139,0
3823,1,301,170,0
3824,1,320,248,0
3825,1,335,234,0
3826,1,131,109,1
3827,1,302,352,1
3828,1,122,103,0
3829,1,234,241,0
3830,1,252,171,0
3831,1,175,227,1
3832,1,350,181,0
3833,1,536,493,1
3834,1,258,184,1
3835,1,316,248,1
3836,1,407,423,1
3837,1,111,104,0
3838,1,421,221,1
3839,1,398,131,0
3840,1,398,131,0
3841,1,187,87,0
3842,1,34,32,0
3843,1,123,97,0
3844,1,214,357,0
3845,1,33,29,0
3846,1,213,91,0
3847,1,186,140,0
3848,1,68,35,0
3849,1,303,134,0
3850,1,266,350,1
3851,1,300,204,0
3852,1,398,131,0
3853,1,349,320,1
3854,1,309,749,1
3855,1,265,161,0
3856,1,427,496,1
3857,1,234,147,1
3858,1,310,207,1
3859,1,313,348,0
3860,1,315,770,1
3861,1,117,81,0
3862,1,483,151,0
3863,1,309,749,1
3864,1,256,200,0
3865,1,142,52,0
3866,1,263,144,1
3867,1,221,109,0
3868,1,84,41,0
3869,1,401,210,0
3870,1,222,191,1
3871,1,315,770,1
3872,1,309,749,1
3873,1,270,201,0
3874,1,295,217,0
3875,1,127,38,0
3876,1,48,31,0
3877,1,337,108,0
3878,1,94,157,0
3879,1,444,141,0
3880,1,65,38,0
3881,1,35,5,0
3882,1,82,18,0
3883,1,29,5,0
3884,1,419,612,1
3885,1,266,759,1
3886,1,164,59,0
3887,1,214,121,0
3888,1,173,116,1
3889,1,391,196,0
3890,1,314,118,0
3891,1,31,9,1
3892,1,80,58,0
3893,1,70,15,0
3894,1,350,363,0
3895,1,129,41,0
3896,1,211,75,0
3897,1,71,13,0
3898,1,249,89,0
3899,1,79,35,0
